0,888.953564156
0.105152,1073.18716904
1.089769,1183.67637813
2.072417,961.96865211
2.131051,964.349142588
3.105177,917.609841792
4.111696,1017.81297072
5.063608,927.505958274
5.117439,928.916348472
6.055254,943.989118128
6.102988,943.929428896
7.081517,951.405171428
8.047339,981.550756872
8.097666,981.302468328
9.054857,927.15069141
10.045539,1042.10187793
10.101372,1041.0469137
11.071942,913.728012608
12.046112,934.62869544
13.089202,934.688031255
14.052195,1089.71602415
15.03225,1323.0933458
15.090899,1318.73564741
16.050931,983.122439294
17.059127,2677.17178185
18.03463,3880.96096092
19.069381,3989.53193827
20.021111,3962.03795741
21.008803,3996.50871493
21.082632,3993.09449708
22.019622,3866.90573327
23.001367,3955.82190315
23.072873,3952.70305879
24.002364,3981.71561079
24.077734,3978.83550699
24.995618,3977.02098301
26.010888,4041.08179166
27.034323,3879.15636103
27.987163,4065.86369189
28.063115,4056.50508826
29.045046,4101.27395345
29.997375,3862.87666325
30.97121,3960.71624191
31.050534,3955.24377439
31.976635,3777.92550868
32.050881,3783.89995448
32.999909,3993.20634303
34.027747,3751.77356086
35.028052,3727.62475312
36.014716,3897.86903432
37.014277,3834.01650985
37.989301,2653.96110862
38.97747,1732.50291989
39.975352,2133.5996878
40.992414,1850.98932058
41.968515,1478.39316463
42.958877,1715.0448642
43.971978,1267.1508978
44.918231,2523.09067905
44.98077,2492.51400196
45.94061,2657.45848054
46.978296,1514.39839188
47.979255,1534.71719711
48.933053,1280.80533612
49.955476,1305.1974556
50.913693,1327.46543879
