0.0,8640.0
1.2,148880.0
1.3,169360.0
1.4,17600.0
1.5,67268320.0
1.6,29538400.0
1.7,26162640.0
1.8,12912160.0
1.9,17732560.0
2.0,10979840.0
2.1,20449440.0
2.2,20315040.0
2.3,43304000.0
2.4,14333280.0
2.5,17306800.0
2.6,16833120.0
2.7,20190480.0
2.8,15885120.0
2.9,10657440.0
3.0,17943920.0
3.1,15293680.0
3.2,20733040.0
3.3,42477840.0
3.4,11441520.0
3.5,13713120.0
3.6,20150880.0
3.7,26784320.0
3.8,27974880.0
3.9,21579600.0
4.0,27614720.0
4.1,32360560.0
4.2,28867120.0
4.3,52939760.0
4.4,32708000.0
4.5,69103600.0
4.6,52127440.0
4.7,93523200.0
4.8,37284880.0
4.9,47244960.0
5.0,51356160.0
5.1,57890960.0
5.2,71771920.0
5.3,67259040.0
5.4,47982880.0
5.5,36546880.0
5.6,54574320.0
5.7,99906000.0
5.8,20765040.0
5.9,55383040.0
6.0,41491120.0
6.1,51233280.0
6.2,73018960.0
6.3,81808800.0
6.4,63059120.0
6.5,56622640.0
6.6,57747520.0
6.7,48164000.0
6.8,59580880.0
6.9,43739680.0
7.0,50868480.0
7.1,65244640.0
7.2,33981840.0
7.3,71903920.0
7.4,77915760.0
7.5,77294640.0
7.6,47856400.0
7.7,37465520.0
7.8,27662720.0
7.9,90469680.0
8.0,41105520.0
8.1,71231600.0
8.2,40415840.0
8.3,60861200.0
8.4,60897360.0
8.5,68081440.0
8.6,70956080.0
8.7,48085120.0
8.8,33919280.0
8.9,41222800.0
9.0,81592960.0
9.1,62226080.0
9.2,53888720.0
9.3,36360800.0
9.4,54132800.0
9.5,54109200.0
9.6,70654800.0
9.7,62731040.0
9.8,56165360.0
9.9,40170880.0
10.0,62148560.0
10.1,54886480.0
10.2,55063040.0
10.3,43384160.0
10.4,37100640.0
10.5,62430800.0
10.6,73684080.0
10.7,59169520.0
10.8,40833760.0
10.9,37423200.0
11.0,67405440.0
11.1,57821120.0
11.2,71168400.0
11.3,53930560.0
11.4,26930160.0
11.5,48804400.0
11.6,56644560.0
11.7,78349840.0
11.8,58882480.0
11.9,31969120.0
12.0,41113280.0
12.1,62835760.0
12.2,83126080.0
12.3,43099360.0
12.4,30281760.0
12.5,38336080.0
12.6,64439360.0
12.7,64366800.0
12.8,70913440.0
12.9,55146560.0
13.0,44104240.0
13.1,55314400.0
13.2,67519600.0
13.3,62216480.0
13.4,29326320.0
13.5,38735360.0
13.6,62683440.0
13.7,86658800.0
13.8,32500080.0
13.9,64185600.0
14.0,59278160.0
14.1,61229520.0
14.2,43327600.0
14.3,67996320.0
14.4,53612240.0
14.5,62464480.0
14.6,61284480.0
14.7,33235120.0
14.8,38790960.0
14.9,51340400.0
15.0,76144240.0
15.1,46492720.0
15.2,48966480.0
15.3,69382720.0
15.4,62728320.0
15.5,55329680.0
15.6,37850480.0
15.7,43105920.0
15.8,39657360.0
15.9,69011840.0
16.0,60279920.0
16.1,35374480.0
16.2,54294400.0
16.3,86250640.0
16.4,68740640.0
16.5,39578800.0
16.6,44083280.0
16.7,56861040.0
16.8,56396000.0
16.9,53839280.0
17.0,40561760.0
17.1,61262400.0
17.2,76011200.0
17.3,68946640.0
17.4,45328160.0
17.5,54430800.0
17.6,18861280.0
17.7,65839200.0
17.8,57686640.0
17.9,60467680.0
18.0,45427200.0
18.1,50896240.0
18.2,66249440.0
18.3,73543920.0
18.4,42980800.0
18.5,29076880.0
18.6,77980240.0
18.7,46574480.0
18.8,56471040.0
18.9,39283840.0
19.0,46908800.0
19.1,65325920.0
19.2,70261280.0
19.3,69432000.0
19.4,26594560.0
19.5,45511680.0
19.6,42967280.0
19.7,92819200.0
19.8,34219600.0
19.9,40126880.0
20.0,61625360.0
20.1,73606080.0
20.2,62571600.0
20.3,49271200.0
20.4,23720160.0
20.5,69148000.0
20.6,42541680.0
20.7,100054400.0
20.8,33128320.0
20.9,41463520.0
21.0,69344400.0
21.1,73430320.0
21.2,59844000.0
21.3,56362320.0
21.4,38966240.0
21.5,51737280.0
21.6,61164320.0
21.7,61050560.0
21.8,72786720.0
21.9,51205680.0
22.0,70547280.0
22.1,66642160.0
22.2,62428320.0
22.3,49801120.0
22.4,74612800.0
22.5,39013440.0
22.6,71575440.0
22.7,51938880.0
22.8,46987360.0
22.9,75186800.0
23.0,66053440.0
23.1,63920560.0
23.2,50878080.0
23.3,56793840.0
23.4,40111200.0
23.5,61766480.0
23.6,51329840.0
23.7,62358320.0
23.8,58315440.0
23.9,79709840.0
24.0,65760400.0
24.1,73883520.0
24.2,30776000.0
24.3,67828560.0
24.4,50896640.0
24.5,46174480.0
24.6,43203920.0
24.8,54703040.0
24.9,31263680.0
25.0,68649120.0
25.1,74706400.0
25.2,112912720.0
25.3,64649840.0
25.4,52959120.0
25.5,59745520.0
25.6,63260640.0
25.7,43225760.0
25.8,64435440.0
25.9,70599760.0
26.0,69534240.0
26.1,60122320.0
26.2,40105040.0
26.3,61573680.0
26.4,56327280.0
26.5,59532800.0
26.6,60381360.0
26.7,58677840.0
26.8,75786800.0
26.9,83186320.0
27.0,37092560.0
27.1,52780080.0
27.2,36790160.0
27.3,63136480.0
27.4,58063360.0
27.5,56573040.0
27.6,29202400.0
27.7,70943440.0
27.8,46475040.0
27.9,80094560.0
28.0,79528160.0
28.1,41606240.0
28.2,53320320.0
28.3,59892080.0
28.4,34968400.0
28.5,56979040.0
28.6,57025760.0
28.7,71024160.0
28.8,71012960.0
28.9,65636880.0
29.0,56080240.0
29.1,39011040.0
29.2,59261360.0
